0	247	680	297	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	0	433	449	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
680	433	0	837	970	1208	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3806
297	449	837	0	450	690	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	532	970	450	0	239	261	553	308	687	0	0	1467	0	0	0	0	860	0	0	0	0	0	0	0	0	0
0	0	1208	690	239	0	640	335	239	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1043	529	261	640	0	730	538	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	553	335	730	0	572	951	0	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0
0	0	0	0	308	239	538	572	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	687	618	916	951	396	0	260	670	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	260	0	408	660	530	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	670	408	0	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1467	0	0	0	0	885	660	1030	0	150	260	565	0	1009	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	530	0	150	0	332	0	0	0	569	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	260	332	0	601	642	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	565	0	601	0	576	850	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	576	0	1220	184	412	0	0	0	0	0	0	0
0	0	0	0	860	0	0	645	0	0	0	0	1009	0	0	850	1220	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	184	0	0	592	458	356	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	592	0	476	342	346	247	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	476	0	0	0	609	279	161	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	342	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	137	0	463	707
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	609	0	137	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	263	90
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	463	0	263	0	245
0	0	3806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	0	90	245	0
